Ticker,Name,Exchange
SILC,Silicom Ltd,NASDAQ
SIMO,Silicon Motion Technology Corp.,NASDAQ
SIRI,Sirius Xm Radio Inc.,NASDAQ
SKYW,Skywest,NASDAQ
SKYY,ISE Cloud Computing Index First Trust,NASDAQ
SLAB,Silicon Laboratories,NASDAQ
SLGN,Silgan Holdings,NASDAQ
SLM,Slm Corp.,NASDAQ
SLMBP,Slm Corp Pfd B,NASDAQ
SLP,Simulations Plus,NASDAQ
SLRC,Solar Capital Ltd,NASDAQ
SLVO,Credit Suisse Ag,NASDAQ
SMBC,Southern Missouri Bancorp,NASDAQ
SMCI,Super Micro Computer,NASDAQ
SMIT,Schmitt Industries,NASDAQ
SMMF,Summit Financial Group,NASDAQ
SMPL,Kaiser Federal Financial Group,NASDAQ
SMRT,Stein Mart,NASDAQ
SMSI,Smith Micro Software,NASDAQ
SMTC,Semtech Corp.,NASDAQ
SNCR,Synchronoss Technologies,NASDAQ
SNFCA,Security National Financial Corp.,NASDAQ
SNPS,Synopsys,NASDAQ
SOCL,G-X Social Media Index ETF,NASDAQ
SOFO,Sonic Foundry,NASDAQ
SOHO,Sotherly Hotels Inc.,NASDAQ
SOHU,Sohu.Com Inc.,NASDAQ
SOXX,PHLX Sox Semiconductor Sector Ishares,NASDAQ
SPBC,Sp Bancorp,NASDAQ
SPLK,Splunk Inc.,NASDAQ
SPNS,Sapiens International Corporation N.V.,NASDAQ
SPPI,Spectrum Pharmaceuticals,NASDAQ
SPRO,Smartpros Ltd,NASDAQ
SPSC,Sps Commerce,NASDAQ
SPTN,Spartan Stores,NASDAQ
SPWR,Sunpower Corp.,NASDAQ
SQQQ,Ultrapro Short QQQ Proshares,NASDAQ
SRCE,1St Source Corp.,NASDAQ
SRCL,Stericycle,NASDAQ
SRDX,Surmodics,NASDAQ
SRPT,Sarepta Therapeutics Inc,NASDAQ
SSBI,Summit State Bank,NASDAQ
SSNC,SS&C Technologies Holdings,NASDAQ
SSYS,Stratasys,NASDAQ
STAA,Staar Surgical Company,NASDAQ
STBA,S&T Bancorp,NASDAQ
STEL,Stellarone Corp.,NASDAQ
STEM,Stemcells,NASDAQ
STKL,Sunopta,NASDAQ
STLD,Steel Dynamics,NASDAQ
STLY,Stanley Furniture Company,NASDAQ
STRA,Strayer Education,NASDAQ
STRL,Sterling Construction Company Inc,NASDAQ
STRM,Streamline Health Solutions,NASDAQ
STRS,Stratus Properties,NASDAQ
STRT,Strattec Security Corp.,NASDAQ
STSA,Sterling Financial Corp.,NASDAQ
STX,Seagate Technology.,NASDAQ
STXS,Stereotaxis,NASDAQ
SUPN,Supernus Pharmaceuticals Inc.,NASDAQ
SURG,Synergetics USA,NASDAQ
SVA,Sinovac Biotech,NASDAQ
SVVC,Firsthand Technology Value Fund,NASDAQ
SWKS,Skyworks Solutions,NASDAQ
SYBT,S.Y. Bancorp,NASDAQ
SYNA,Synaptics Inc.,NASDAQ
SYPR,Sypris Solutions,NASDAQ
TACT,Transact Technologies Inc.,NASDAQ
TAIT,Taitron Components Inc.,NASDAQ
TAST,Carrols Restaurant Group,NASDAQ
TATT,Tat Technologies Ltd,NASDAQ
TAYD,Taylor Devices,NASDAQ
TBBK,The Bancorp,NASDAQ
TBNK,Territorial Bancorp Inc.,NASDAQ
TCBI,Texas Capital Bancshares,NASDAQ
TCBK,Trico Bancshares,NASDAQ
TCCO,Technical Communications Corp.,NASDAQ
TCPC,Tcp Capital Corp.,NASDAQ
TDIV,First Trust Exchange-Traded Fun,NASDAQ
TECH,Techne Corp.,NASDAQ
TESS,Tessco Technologies Inc.,NASDAQ
TFSL,Tfs Financial Corp.,NASDAQ
TGTX,Tg Therapeutics,NASDAQ
THFF,First Financial Corporation Indiana,NASDAQ
THRD,Tf Financial Corp.,NASDAQ
THRM,Amerigon Incorporated,NASDAQ
THRX,Theravance,NASDAQ
THST,Truett-Hurst Inc.,NASDAQ
TIGR,Tigerlogic Corp.,NASDAQ
TILE,Interface,NASDAQ
TINY,Harris & Harris Group,NASDAQ
TIPT,Tiptree Financial Inc.,NASDAQ
TITN,Titan Machinery Inc.,NASDAQ
TLF,Tandy Leather Factory,NASDAQ
TNXP,Tonix Pharm Hldg Cor,NASDAQ
TOPS,Top Ships Inc.,NASDAQ
TORM,Tor Minerals International Inc,NASDAQ
TOWN,Towne Bank,NASDAQ
TQQQ,Ultrapro QQQ Proshares,NASDAQ
TREE,Tree.Com,NASDAQ
TRIB,Trinity Biotech Plc,NASDAQ
TRIP,Tripadvisor Inc.,NASDAQ
TRMB,Trimble Navigation Limited,NASDAQ
TRMK,Trustmark Corp.,NASDAQ
TRNS,Transcat,NASDAQ
TROW,T. Rowe Price Group,NASDAQ
TRS,Trimas Corp.,NASDAQ
TRST,Trustco Bank Corp NY,NASDAQ
TSBK,Timberland Bancorp,NASDAQ
TSCO,Tractor Supply Company,NASDAQ
TSEM,Tower Semiconductor Ltd,NASDAQ
TSLA,Tesla Motors,NASDAQ
TSRI,Tsr,NASDAQ
TTEC,Teletech Holdings,NASDAQ
TTEK,Tetra Tech,NASDAQ
TTGT,Techtarget,NASDAQ
TTMI,Ttm Technologies,NASDAQ
TTWO,Take-Two Interactive Software,NASDAQ
TWER,Towerstream Corp.,NASDAQ
TWIN,Twin Disc Inc.,NASDAQ
TXN,Texas Instruments Inc.,NASDAQ
TXRH,Texas Roadhouse,NASDAQ
TZOO,Travelzoo Inc,NASDAQ
UBCP,United Bancorp,NASDAQ
UBFO,United Security Bancshares,NASDAQ
UBOH,United Bancshares,NASDAQ
UBSI,United Bankshares,NASDAQ
UCBI,United Community Banks,NASDAQ
UCTT,Ultra Clean Holdings,NASDAQ
UEIC,Universal Electronics Inc.,NASDAQ
UFCS,United Fire Group Inc.,NASDAQ
UFPI,Universal Forest Products,NASDAQ
UFPT,Ufp Technologies,NASDAQ
UG,United-Guardian,NASDAQ
UHAL,Amerco,NASDAQ
UIHC,United Insurance Hld,NASDAQ
ULBI,Ultralife Corp.,NASDAQ
ULTA,Ulta Salon Cosmetics & Fragrance,NASDAQ
ULTR,Ultrapetrol [Bahamas] Limited,NASDAQ
UMBF,Umb Financial Corp.,NASDAQ
UNAM,Unico American Corp.,NASDAQ
UNB,Union Bankshares,NASDAQ
UNFI,United Natural Foods,NASDAQ
UNTY,Unity Bancorp,NASDAQ
URBN,Urban Outfitters,NASDAQ
USAP,Universal Stainless & Alloy Products,NASDAQ
USATZ,USA Technologies,NASDAQ
USEG,U.S. Energy,NASDAQ
USLM,United States Lime & Minerals,NASDAQ
UTHR,United Therapeutics Corp.,NASDAQ
UTMD,Utah Medical Products,NASDAQ
UTSI,Ustarcom Holdings Corp.,NASDAQ
UVSP,Univest Corporation Of Pennsylvania,NASDAQ
VALU,Value Line,NASDAQ
VBFC,Village Bank And Trust Financial,NASDAQ
VCIT,Interm-Term Corp Bd Idx ETF Vanguard,NASDAQ
VCLT,Long-Term Corp Bond Idx ETF Vanguard,NASDAQ
VCSH,Short-Term Corp Bd Idx ETF Vanguard,NASDAQ
VECO,Veeco Instruments Inc.,NASDAQ
VGIT,Interm-Term Govt Bd Idx ETF Vanguard,NASDAQ
VGLT,Long-Term Govt Bond Idx ETF Vanguard,NASDAQ
VGSH,Short-Term Govt Bd Idx ETF Vanguard,NASDAQ
VIA,Viacom Inc Class A,NASDAQ
VICR,Vicor Corp.,NASDAQ
VIDE,Video Display Corp.,NASDAQ
VIRC,Virco Manufacturing Corp.,NASDAQ
VLGEA,Village Super Market,NASDAQ
VMBS,Mortgage Backed Securities ETF Vanguard,NASDAQ
VNDA,Vanda Pharmaceuticals Inc.,NASDAQ
VNET,21Vianet Group Inc.,NASDAQ
VNQI,Global Ex-US Real Estate ETF Vanguard,NASDAQ
VOD,Vodafone Group Plc,NASDAQ
VONE,Russell 1000 Index ETF Vanguard,NASDAQ
VONG,Russell 1000 Growth Index ETF Vanguard,NASDAQ
VONV,Russell 1000 Value Index ETF Vanguard,NASDAQ
VOXX,Audiovox Corp.,NASDAQ
VRA,Vera Bradley,NASDAQ
VRNT,Verint Systems Inc.,NASDAQ
VRSK,Verisk Analytics,NASDAQ
VRSN,Verisign,NASDAQ
VRTB,Vestin Realty Mortgage II,NASDAQ
VRTS,Virtus Investment Partners,NASDAQ
VRTX,Vertex Pharmaceuticals Inc.,NASDAQ
VSAT,Viasat,NASDAQ
VSEC,Vse Corp.,NASDAQ
VSTM,Verastem Inc.,NASDAQ
VTHR,Russell 3000 Index ETF Vanguard,NASDAQ
VTIP,Vanguard Short-Term Inflation-P,NASDAQ
VTNR,Vertex Energy Inc,NASDAQ
VTWG,Russell 2000 Growth Index ETF Vanguard,NASDAQ
VTWO,Russell 2000 Index ETF Vanguard,NASDAQ
VTWV,Russell 2000 Value Index ETF Vanguard,NASDAQ
VWOB,Vanguard Emerging Markets Gover,NASDAQ
VXUS,Total Intl Stock Idx ETF Vanguard,NASDAQ
WABC,Westamerica Bancorporation,NASDAQ
WAFD,Washington Federal,NASDAQ
WASH,Washington Trust Bancorp,NASDAQ
WAYN,Wayne Savings Bancshares Inc.,NASDAQ
WDC,Western Digital Corp.,NASDAQ
WDFC,Wd-40 Company,NASDAQ
WEN,The Wendy's Company,NASDAQ
WERN,Werner Enterprises,NASDAQ
WEYS,Weyco Group,NASDAQ
WHF,Whitehorse Finance Inc.,NASDAQ
WHLR,Wheeler Real Estate Investment,NASDAQ
WILC,G. Willi-Food International Ltd,NASDAQ
WINA,Winmark Corp.,NASDAQ
WIRE,Encore Wire Corp.,NASDAQ
WLDN,Willdan Group,NASDAQ
WLFC,Willis Lease Finance Corp.,NASDAQ
WOOD,S&P Global Timber & Forestry Idx Ishares,NASDAQ
WOOF,Vca Antech,NASDAQ
WPRT,Westport Innovations Inc,NASDAQ
WRLD,World Acceptance Corp.,NASDAQ
WSBC,Wesbanco,NASDAQ
WSBF,Waterstone Financial,NASDAQ
WSFS,Wsfs Financial Corp.,NASDAQ
WSTL,Westell Technologies,NASDAQ
WTBA,West Bancorporation,NASDAQ
WTFC,Wintrust Financial Corp.,NASDAQ
WVFC,Wvs Financial,NASDAQ
WVVI,Willamette Valley Vineyards,NASDAQ
WWD,Woodward,NASDAQ
WYNN,Wynn Resorts Limited,NASDAQ
XOMA,Xoma Ltd,NASDAQ
XONE,The Exone Company,NASDAQ
XRAY,Dentsply International Inc.,NASDAQ
XRTX,Xyratex Ltd,NASDAQ
XTLB,Xtl Biopharma Ads,NASDAQ
YNDX,Yandex N.V.,NASDAQ
YORW,The York Water Company,NASDAQ
YY,Yy Inc.,NASDAQ
Z,Zillow Inc. Cl A,NASDAQ
ZAZA,Zaza Energy Corporation,NASDAQ
ZBRA,Zebra Technologies Corporation,NASDAQ
ZEUS,Olympic Steel,NASDAQ
ZION,Zions Bancorporation,NASDAQ
ZUMZ,Zumiez Inc.,NASDAQ
